"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","41","Pick-up/drop-off to/from K-12 school or college",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","42","Pick-up/drop-off to/from other person's workplace",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","43","Pick-up/drop-off to/fromother person's scheduled activity (e.g., lesson, appointment)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","44","Other place to pick-up/drop-off",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","45","Pick-up/drop-off to/from other person's home",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","50","Dine out/get coffee or take-out",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","51","Exercise (e.g., gym, jog, bike, walk dog)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","52","Social (e.g., visit friends/relatives)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","53","Leisure/entertain/cultural (e.g., cinema, museum)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","54","Religious/civic/volunteer activity",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","55","Vacation/traveling",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","56","Family activity (e.g., watch child's game)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","60","Change/transfer mode (e.g., wait for bus, change planes)",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","61","Other errand",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","62","Other social/leisure/vacation activity",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","80","Spent the night at non-home location out of region",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","81","Spent the night at non-home location in region",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","100","To/from other person's home",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","101","Split loop trip",NA
"Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","997","Other purpose",NA
"Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","-9998","Missing: Non-response",NA
"Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","1","Free (no cost at all)",NA
"Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","2","Used transit Go-To card or pass (any type)",NA
"Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","3","Cash, credit card, token(s), or ticket(s)",NA
"Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","4","Don't know",NA
"Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","995","Missing: Skip logic",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","-9999","Missing: Technical error",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","-9998","Missing: Non-response",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","1","In my house/apartment (includes garage, porch, storage area)","If purpose was ""home"""
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","2","Bike rack",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","3","Bike locker",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","4","Secured bike room",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","5","Locked to other object (e.g., sign post, fence, tree)",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","6","Scooter-share designated docking station","If scooter from scooter-share"
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","7","Unlocked on-street",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","995","Missing: Skip logic",NA
"Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","997","Other",NA
"Survey metadata","synthetic_trip",NA,NA,"Synthetic child school trip flag","0","No",NA
"Survey metadata","synthetic_trip",NA,NA,"Synthetic child school trip flag","1","Yes",NA
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","-9998","Missing: Non-response",NA
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","1","Participant paid the fare (no reimbursement)",NA
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","2","Employer paid (reimbursed)","If employed"
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","3","Split/shared fare with other(s)","If number of travelers > 1"
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","4","Someone else paid 100% of the fare","If number of travelers > 1"
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","995","Missing: Skip logic",NA
"Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","997","Other",NA
"Survey metadata","trip_survey_complete",NA,NA,"Trip survey is complete ","995","Missing: Skip logic",NA
"Survey metadata","trip_survey_complete",NA,NA,"Trip survey is complete ","0","No",NA
"Survey metadata","trip_survey_complete",NA,NA,"Trip survey is complete ","1","Yes",NA
"Survey metadata","unlinked_trip",NA,"Participation groups 1 & 3 only","Trip is unlinked ","-9998","Missing: Non-response",NA
"Survey metadata","unlinked_trip",NA,"Participation groups 1 & 3 only","Trip is unlinked ","0","No",NA
"Survey metadata","unlinked_trip",NA,"Participation groups 1 & 3 only","Trip is unlinked ","1","Yes",NA
"Survey metadata","unlinked_trip",NA,"Participation groups 1 & 3 only","Trip is unlinked ","995","Missing: Skip logic",NA
"Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","-9999","Missing: Technical error",NA
"Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","-9998","Missing: Non-response",NA
"Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","1","Driver",NA
"Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","2","Passenger",NA
"Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","995","Missing: Skip logic",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","-9998","Missing: Non-response",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","1","My own driveway/garage","If purpose was ""home"""
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","2","Someone else's driveway",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","3","Parking lot/ramp/garage",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","4","On street parking",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","5","Park & ride lot",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","6","Didn't park (e.g., waited, drop-off, drive-thru)",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","995","Missing: Skip logic",NA
"Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","997","Other",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","-9999","Missing: Technical error",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","-9998","Missing: Non-response",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","1","Free parking (no cost at all)",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","2","Used a parking pass (any type)",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","3","Paid via cash, credit card, or ticket(s)",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","4","Reserved parking service (e.g., ParkingPanda)",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","995","Missing: Skip logic",NA
"Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","997","Other",NA
"Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","-9999","Missing: Technical error",NA
"Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","-9998","Missing: Non-response",NA
"Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","1","Participant provided parking payment amount ",NA
"Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","2","Another person paid or participant was reimbursed",NA
"Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","995","Missing: Skip logic",NA
"Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","998","Don't know",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","-9998","Missing: Non-response",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","1","Gas",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","2","Diesel",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","3","Hybrid",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","4","Electric",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","995","Missing: Skip logic",NA
"Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","997","Other",NA
"Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","-9998","Missing: Non-response",NA
"Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","1","Yes, vehicle has a permit/pass for parking at/near home",NA
"Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","2","No permit/pass needed - typically park at home",NA
"Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","3","No permit/pass needed - typically park on street",NA
"Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","4","No permit/pass needed - typically park elsewhere",NA
NA,"home_park_pass_period",NA,NA,NA,"-9998","Missing: Non-response",NA
NA,"home_park_pass_period",NA,NA,NA,"1","Per day",NA
NA,"home_park_pass_period",NA,NA,NA,"2","Per week",NA
NA,"home_park_pass_period",NA,NA,NA,"3","Per month",NA
NA,"home_park_pass_period",NA,NA,NA,"4","Per year",NA
NA,"home_park_pass_period",NA,NA,NA,"995","Missing: Skip logic",NA
NA,"home_park_pass_period",NA,NA,NA,"998","Don't know",NA
NA,"provided_text_name",NA,NA,NA,"0","No",NA
NA,"provided_text_name",NA,NA,NA,"1","Yes",NA
"Survey metadata","study_design",NA,NA,"Study design","-9998","Missing: Non-response",NA
"Survey metadata","study_design",NA,NA,"Study design","1","Traditional",NA
"Survey metadata","study_design",NA,NA,"Study design","2","All-in-one",NA
"Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","-9998","Missing: Non-response",NA
"Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","1","Yes",NA
"Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","2","No",NA
"Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","995","Missing: Skip logic",NA
"Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","-9998","Missing: Non-response",NA
"Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","1","Bought",NA
"Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","2","Leased",NA
"Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","3","Provided by employer/institution",NA
"Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","995","Missing: Skip logic",NA
"Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","997","Other",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","-9998","Missing: Non-response",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","1","Under $25,000",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","2","$25,000-$49,999",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","3","$50,000-$74,999",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","4","$75,000-$99,999",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","5","$100,000 or more",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","995","Missing: Skip logic",NA
"Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","999","Prefer not to answer",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","-9998","Missing: Non-response",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","1","Under $15,000",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","2","$15,000-$24,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","3","$25,000-$34,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","4","$35,000-$49,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","5","$50,000-$74,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","6","$75,000-$99,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","7","$100,000-$149,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","8","$150,000-$199,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","9","$200,000-$249,999",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","10","$250,000 or more",NA
"Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","999","Prefer not to answer",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","-9998","Missing: Non-response",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","1","1",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","2","2",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","3","3",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","4","4",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","5","5",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","6","6",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","7","7",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","8","8",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","9","9",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","10","10",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","11","11",NA
"Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","12","12+",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","-9998","Missing: Non-response",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","0","0 (no vehicles in household)",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","1","1",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","2","2",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","3","3",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","4","4",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","5","5",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","6","6",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","7","7",NA
"Demographics","num_vehicles","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","8","8 or more vehicles",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","-9998","Missing: Non-response",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","1","$0-$499",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","2","$500-$749",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","3","$750-$999",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","4","$1,000-$1,249",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","5","$1,250-$1,499",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","6","$1,500-$1,749",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","7","$1,750-$1,999",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","8","$2,000-$2,499",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","9","$2,500-$2,999",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","10","$3,000-$3,999",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","11","$4,000 or more ",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","995","Missing: Skip logic",NA
"Demographics","rent_cost","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","999","Prefer not to answer",NA
"Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","-9998","Missing: Non-response",NA
"Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","1","Own (includes paying a mortgage)",NA
"Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","2","Rent",NA
"Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","3","Housing provided by job or military",NA
"Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","997","Other",NA
"Demographics","rent_own","Do you own or rent?",NA,"Residence ownership status ","999","Prefer not to answer",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","-9998","Missing: Non-response",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","1","Less than a year",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","2","Between 1 and 2 years",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","3","Between 2 and 3 years",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","4","Between 3 and 5 years",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","5","Between 5 and 10 years",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","6","Between 10 and 20 years",NA
"Demographics","residence_duration","How long have you lived at your current residence?",NA,"How long lived at current residence","7","More than 20 years",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","-9998","Missing: Non-response",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","1","12 months (all year long)",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","2","10-11 months",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","3","7-9 months",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","4","4-6 months",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","5","Up to 3 months of the year",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","995","Missing: Skip logic",NA
"Demographics","residence_months","How many months of the year do you live at your current residence?",NA,"Number of months of the year lived at current residence","999","Prefer not to answer",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","-9998","Missing: Non-response",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","1","Single-family house (detached house)",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","2","Townhouse (single-family attached)",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","3","Building with 2-4 units (duplexes, triplexes, quads)",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","4","Building with 5 or more apartments or condos",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","5","Senior or age-restricted apts/condos",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","6","Dorm, group quarters, or institutional facility",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","7","Manufactured home/mobile home/trailer",NA
"Demographics","residence_type","What type of place is your current residence?",NA,"Current residence type","997","Other (e.g., boat, RV, van)",NA
"Survey metadata","daily_survey_complete",NA,"if adult","Daily survey is complete","-9998","Missing: Non-response",NA
"Survey metadata","daily_survey_complete",NA,"if adult","Daily survey is complete","0","No",NA
"Survey metadata","daily_survey_complete",NA,"if adult","Daily survey is complete","1","Yes",NA
"Survey metadata","daily_survey_complete",NA,"if adult","Daily survey is complete","995","Missing: Skip logic",NA
"Survey metadata","day_complete",NA,NA,"Person day is complete","-9998","Missing: Non-response",NA
"Survey metadata","day_complete",NA,NA,"Person day is complete","0","No",NA
"Survey metadata","day_complete",NA,NA,"Person day is complete","1","Yes",NA
"Delivery & online shopping","delivery_food","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Food was delivered to home (e.g., take-out, groceries)","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_food","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Food was delivered to home (e.g., take-out, groceries)","0","No",NA
"Delivery & online shopping","delivery_food","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Food was delivered to home (e.g., take-out, groceries)","1","Yes",NA
"Delivery & online shopping","delivery_food","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Food was delivered to home (e.g., take-out, groceries)","995","Missing: Skip logic",NA
"Delivery & online shopping","delivery_home","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)","-9998","Missing: Non-response",NA
"Delivery & online shopping","delivery_home","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)","0","No",NA
"Delivery & online shopping","delivery_home","On [this date], which of the following [delivery types] occurred? Select all that apply.","if adult","Travel day delivery: Received packages at home (e.g., FedEx, UPS, USPS)","1","Yes",NA
