"","which_table","variable","wt_field","category","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"1035",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","34","Medical visit (e.g., doctor, dentist)",NA
"1036",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","36","Shopping for major item (e.g., furniture, car)",NA
"1037",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","37","Errand with appointment (e.g., haircut, accountant)",NA
"1038",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","40","Pick-up/drop-off to/from childcare/preschool/adult care",NA
"1039",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","41","Pick-up/drop-off to/from K-12 school or college",NA
"1040",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","42","Pick-up/drop-off to/from other person's workplace",NA
"1041",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","43","Pick-up/drop-off to/fromother person's scheduled activity (e.g., lesson, appointment)",NA
"1042",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","44","Other place to pick-up/drop-off",NA
"1043",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","45","Pick-up/drop-off to/from other person's home",NA
"1044",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","50","Dine out/get coffee or take-out",NA
"1045",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","51","Exercise (e.g., gym, jog, bike, walk dog)",NA
"1046",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","52","Social (e.g., visit friends/relatives)",NA
"1047",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","53","Leisure/entertain/cultural (e.g., cinema, museum)",NA
"1048",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","54","Religious/civic/volunteer activity",NA
"1049",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","55","Vacation/traveling",NA
"1050",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","56","Family activity (e.g., watch child's game)",NA
"1051",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","60","Change/transfer mode (e.g., wait for bus, change planes)",NA
"1052",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","61","Other errand",NA
"1053",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","62","Other social/leisure/vacation activity",NA
"1054",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","80","Spent the night at non-home location out of region",NA
"1055",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","81","Spent the night at non-home location in region",NA
"1056",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","100","To/from other person's home",NA
"1057",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","101","Split loop trip",NA
"1058",NA,"o_purpose_imputed",NA,"Trips",NA,NA,"Origin purpose imputed","997","Other purpose",NA
"1059",NA,"rail_payment_type",NA,"Trips","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","-9998","Missing: Non-response",NA
"1060",NA,"rail_payment_type",NA,"Trips","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","1","Free (no cost at all)",NA
"1061",NA,"rail_payment_type",NA,"Trips","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","2","Used transit Go-To card or pass (any type)",NA
"1062",NA,"rail_payment_type",NA,"Trips","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","3","Cash, credit card, token(s), or ticket(s)",NA
"1063",NA,"rail_payment_type",NA,"Trips","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","4","Don't know",NA
"1064",NA,"rail_payment_type",NA,"Trips","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","995","Missing: Skip logic",NA
"1065",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","-9999","Missing: Technical error",NA
"1066",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","-9998","Missing: Non-response",NA
"1067",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","1","In my house/apartment (includes garage, porch, storage area)","If purpose was ""home"""
"1068",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","2","Bike rack",NA
"1069",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","3","Bike locker",NA
"1070",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","4","Secured bike room",NA
"1071",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","5","Locked to other object (e.g., sign post, fence, tree)",NA
"1072",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","6","Scooter-share designated docking station","If scooter from scooter-share"
"1073",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","7","Unlocked on-street",NA
"1074",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","995","Missing: Skip logic",NA
"1075",NA,"scooter_park_loc",NA,"Trips",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","997","Other",NA
"1076",NA,"synthetic_trip",NA,"Survey metadata",NA,NA,"Synthetic child school trip flag","0","No",NA
"1077",NA,"synthetic_trip",NA,"Survey metadata",NA,NA,"Synthetic child school trip flag","1","Yes",NA
"1078",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","-9998","Missing: Non-response",NA
"1079",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","1","Participant paid the fare (no reimbursement)",NA
"1080",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","2","Employer paid (reimbursed)","If employed"
"1081",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","3","Split/shared fare with other(s)","If number of travelers > 1"
"1082",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","4","Someone else paid 100% of the fare","If number of travelers > 1"
"1083",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","995","Missing: Skip logic",NA
"1084",NA,"taxi_who_paid",NA,"Trips","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","997","Other",NA
"1085",NA,"trip_survey_complete",NA,"Survey metadata",NA,NA,"Trip survey is complete ","995","Missing: Skip logic",NA
"1086",NA,"trip_survey_complete",NA,"Survey metadata",NA,NA,"Trip survey is complete ","0","No",NA
"1087",NA,"trip_survey_complete",NA,"Survey metadata",NA,NA,"Trip survey is complete ","1","Yes",NA
"1088",NA,"unlinked_trip",NA,"Survey metadata",NA,"Participation groups 1 & 3 only","Trip is unlinked ","-9998","Missing: Non-response",NA
"1089",NA,"unlinked_trip",NA,"Survey metadata",NA,"Participation groups 1 & 3 only","Trip is unlinked ","0","No",NA
"1090",NA,"unlinked_trip",NA,"Survey metadata",NA,"Participation groups 1 & 3 only","Trip is unlinked ","1","Yes",NA
"1091",NA,"unlinked_trip",NA,"Survey metadata",NA,"Participation groups 1 & 3 only","Trip is unlinked ","995","Missing: Skip logic",NA
"1092",NA,"vehicle_driver",NA,"Trips","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","-9999","Missing: Technical error",NA
"1093",NA,"vehicle_driver",NA,"Trips","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","-9998","Missing: Non-response",NA
"1094",NA,"vehicle_driver",NA,"Trips","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","1","Driver",NA
"1095",NA,"vehicle_driver",NA,"Trips","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","2","Passenger",NA
"1096",NA,"vehicle_driver",NA,"Trips","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","995","Missing: Skip logic",NA
"1097",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","-9998","Missing: Non-response",NA
"1098",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","1","My own driveway/garage","If purpose was ""home"""
"1099",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","2","Someone else's driveway",NA
"1100",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","3","Parking lot/ramp/garage",NA
"1101",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","4","On street parking",NA
"1102",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","5","Park & ride lot",NA
"1103",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","6","Didn't park (e.g., waited, drop-off, drive-thru)",NA
"1104",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","995","Missing: Skip logic",NA
"1105",NA,"vehicle_park_loc",NA,"Trips","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","997","Other",NA
"1106",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","-9999","Missing: Technical error",NA
"1107",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","-9998","Missing: Non-response",NA
"1108",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","1","Free parking (no cost at all)",NA
"1109",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","2","Used a parking pass (any type)",NA
"1110",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","3","Paid via cash, credit card, or ticket(s)",NA
"1111",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","4","Reserved parking service (e.g., ParkingPanda)",NA
"1112",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","995","Missing: Skip logic",NA
"1113",NA,"vehicle_park_type",NA,"Trips","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","997","Other",NA
"1114",NA,"vehicle_park_who_paid",NA,"Trips","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","-9999","Missing: Technical error",NA
"1115",NA,"vehicle_park_who_paid",NA,"Trips","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","-9998","Missing: Non-response",NA
"1116",NA,"vehicle_park_who_paid",NA,"Trips","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","1","Participant provided parking payment amount ",NA
"1117",NA,"vehicle_park_who_paid",NA,"Trips","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","2","Another person paid or participant was reimbursed",NA
"1118",NA,"vehicle_park_who_paid",NA,"Trips","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","995","Missing: Skip logic",NA
"1119",NA,"vehicle_park_who_paid",NA,"Trips","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","998","Don't know",NA
"1120",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","-9998","Missing: Non-response",NA
"1121",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","1","Gas",NA
"1122",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","2","Diesel",NA
"1123",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","3","Hybrid",NA
"1124",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","4","Electric",NA
"1125",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","995","Missing: Skip logic",NA
"1126",NA,"fuel",NA,"Vehicle","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","997","Other",NA
"1127",NA,"home_park_pass",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","-9998","Missing: Non-response",NA
"1128",NA,"home_park_pass",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","1","Yes, vehicle has a permit/pass for parking at/near home",NA
"1129",NA,"home_park_pass",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","2","No permit/pass needed - typically park at home",NA
"1130",NA,"home_park_pass",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","3","No permit/pass needed - typically park on street",NA
"1131",NA,"home_park_pass",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","4","No permit/pass needed - typically park elsewhere",NA
"1132",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"-9998","Missing: Non-response",NA
"1133",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"1","Per day",NA
"1134",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"2","Per week",NA
"1135",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"3","Per month",NA
"1136",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"4","Per year",NA
"1137",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"995","Missing: Skip logic",NA
"1138",NA,"home_park_pass_period",NA,NA,NA,NA,NA,"998","Don't know",NA
"1139",NA,"provided_text_name",NA,NA,NA,NA,NA,"0","No",NA
"1140",NA,"provided_text_name",NA,NA,NA,NA,NA,"1","Yes",NA
"1141",NA,"study_design",NA,"Survey metadata",NA,NA,"Study design","-9998","Missing: Non-response",NA
"1142",NA,"study_design",NA,"Survey metadata",NA,NA,"Study design","1","Traditional",NA
"1143",NA,"study_design",NA,"Survey metadata",NA,NA,"Study design","2","All-in-one",NA
"1144",NA,"toll_transponder",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","-9998","Missing: Non-response",NA
"1145",NA,"toll_transponder",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","1","Yes",NA
"1146",NA,"toll_transponder",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","2","No",NA
"1147",NA,"toll_transponder",NA,"Vehicle","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","995","Missing: Skip logic",NA
"1148",NA,"vehicle_obtain",NA,"Vehicle","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","-9998","Missing: Non-response",NA
"1149",NA,"vehicle_obtain",NA,"Vehicle","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","1","Bought",NA
"1150",NA,"vehicle_obtain",NA,"Vehicle","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","2","Leased",NA
"1151",NA,"vehicle_obtain",NA,"Vehicle","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","3","Provided by employer/institution",NA
"1152",NA,"vehicle_obtain",NA,"Vehicle","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","995","Missing: Skip logic",NA
"1153",NA,"vehicle_obtain",NA,"Vehicle","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","997","Other",NA
"1154",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","-9998","Missing: Non-response",NA
"1155",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","1","Under $25,000",NA
"1156",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","2","$25,000-$49,999",NA
"1157",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","3","$50,000-$74,999",NA
"1158",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","4","$75,000-$99,999",NA
"1159",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","5","$100,000 or more",NA
"1160",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","995","Missing: Skip logic",NA
"1161",NA,"income_broad",NA,"Demographics","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","999","Prefer not to answer",NA
"1162",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","-9998","Missing: Non-response",NA
"1163",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","1","Under $15,000",NA
"1164",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","2","$15,000-$24,999",NA
"1165",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","3","$25,000-$34,999",NA
"1166",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","4","$35,000-$49,999",NA
"1167",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","5","$50,000-$74,999",NA
"1168",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","6","$75,000-$99,999",NA
"1169",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","7","$100,000-$149,999",NA
"1170",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","8","$150,000-$199,999",NA
"1171",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","9","$200,000-$249,999",NA
"1172",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","10","$250,000 or more",NA
"1173",NA,"income_detailed",NA,"Demographics","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","999","Prefer not to answer",NA
"1174",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","-9998","Missing: Non-response",NA
"1175",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","1","1",NA
"1176",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","2","2",NA
"1177",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","3","3",NA
"1178",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","4","4",NA
"1179",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","5","5",NA
"1180",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","6","6",NA
"1181",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","7","7",NA
"1182",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","8","8",NA
"1183",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","9","9",NA
"1184",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","10","10",NA
"1185",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","11","11",NA
"1186",NA,"num_people",NA,"Demographics","Household person 1 reported the total number of people living in the household.",NA,"Household size","12","12+",NA
"1187",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","-9998","Missing: Non-response",NA
"1188",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","0","0 (no vehicles in household)",NA
"1189",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","1","1",NA
"1190",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","2","2",NA
"1191",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","3","3",NA
"1192",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","4","4",NA
"1193",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","5","5",NA
"1194",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","6","6",NA
"1195",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","7","7",NA
"1196",NA,"num_vehicles",NA,"Demographics","How many registered motor vehicles are in your household?",NA,"Number of vehicles in household","8","8 or more vehicles",NA
"1197",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","-9998","Missing: Non-response",NA
"1198",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","1","$0-$499",NA
"1199",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","2","$500-$749",NA
"1200",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","3","$750-$999",NA
"1201",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","4","$1,000-$1,249",NA
"1202",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","5","$1,250-$1,499",NA
"1203",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","6","$1,500-$1,749",NA
"1204",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","7","$1,750-$1,999",NA
"1205",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","8","$2,000-$2,499",NA
"1206",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","9","$2,500-$2,999",NA
"1207",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","10","$3,000-$3,999",NA
"1208",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","11","$4,000 or more ",NA
"1209",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","995","Missing: Skip logic",NA
"1210",NA,"rent_cost",NA,"Demographics","What is the monthly rent for this house, apartment, or manufactured home?","If rents home","Rent paid per month","999","Prefer not to answer",NA
"1211",NA,"rent_own",NA,"Demographics","Do you own or rent?",NA,"Residence ownership status ","-9998","Missing: Non-response",NA
"1212",NA,"rent_own",NA,"Demographics","Do you own or rent?",NA,"Residence ownership status ","1","Own (includes paying a mortgage)",NA
"1213",NA,"rent_own",NA,"Demographics","Do you own or rent?",NA,"Residence ownership status ","2","Rent",NA
"1214",NA,"rent_own",NA,"Demographics","Do you own or rent?",NA,"Residence ownership status ","3","Housing provided by job or military",NA
"1215",NA,"rent_own",NA,"Demographics","Do you own or rent?",NA,"Residence ownership status ","997","Other",NA
"1216",NA,"rent_own",NA,"Demographics","Do you own or rent?",NA,"Residence ownership status ","999","Prefer not to answer",NA
"1217",NA,"residence_duration",NA,"Demographics","How long have you lived at your current residence?",NA,"How long lived at current residence","-9998","Missing: Non-response",NA
