"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"857","Days without travel","no_travel_sick","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Was sick or was caring for another person","0","No",NA,"day","day_weight"
"858","Days without travel","no_travel_sick","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Was sick or was caring for another person","1","Yes",NA,"day","day_weight"
"859","Days without travel","no_travel_sick","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Was sick or was caring for another person","995","Missing: Skip logic",NA,"day","day_weight"
"860","Days without travel","no_travel_telework","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed","Reason for no travel on travel day: Worked at home for pay (e.g., telework, self-employed)","-9998","Missing: Non-response",NA,"day","day_weight"
"861","Days without travel","no_travel_telework","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed","Reason for no travel on travel day: Worked at home for pay (e.g., telework, self-employed)","0","No",NA,"day","day_weight"
"862","Days without travel","no_travel_telework","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed","Reason for no travel on travel day: Worked at home for pay (e.g., telework, self-employed)","1","Yes",NA,"day","day_weight"
"863","Days without travel","no_travel_telework","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3; if employed","Reason for no travel on travel day: Worked at home for pay (e.g., telework, self-employed)","995","Missing: Skip logic",NA,"day","day_weight"
"864","Days without travel","no_travel_weather","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Weather","-9998","Missing: Non-response",NA,"day","day_weight"
"865","Days without travel","no_travel_weather","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Weather","0","No",NA,"day","day_weight"
"866","Days without travel","no_travel_weather","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Weather","1","Yes",NA,"day","day_weight"
"867","Days without travel","no_travel_weather","Why didn’t you go anywhere on [this date]? Select all that apply.","If made no trips; all members in group 2 and adults only in participation groups 1 & 3","Reason for no travel on travel day: Weather","995","Missing: Skip logic",NA,"day","day_weight"
"868","Delivery & online shopping","shop_online","On [this date], did you buy anything online?","if adult","Personally purchased anything online on travel day","-9998","Missing: Non-response",NA,"day","day_weight"
"869","Delivery & online shopping","shop_online","On [this date], did you buy anything online?","if adult","Personally purchased anything online on travel day","0","No",NA,"day","day_weight"
"870","Delivery & online shopping","shop_online","On [this date], did you buy anything online?","if adult","Personally purchased anything online on travel day","1","Yes",NA,"day","day_weight"
"871","Delivery & online shopping","shop_online","On [this date], did you buy anything online?","if adult","Personally purchased anything online on travel day","995","Missing: Skip logic",NA,"day","day_weight"
"872","Trips","travel_dow",NA,NA,"Day of week","-9998","Missing: Non-response",NA,"trip","trip_weight"
"873","Trips","travel_dow",NA,NA,"Day of week","1","Monday",NA,"trip","trip_weight"
"874","Trips","travel_dow",NA,NA,"Day of week","2","Tuesday",NA,"trip","trip_weight"
"875","Trips","travel_dow",NA,NA,"Day of week","3","Wednesday",NA,"trip","trip_weight"
"876","Trips","travel_dow",NA,NA,"Day of week","4","Thursday",NA,"trip","trip_weight"
"877","Trips","travel_dow",NA,NA,"Day of week","5","Friday",NA,"trip","trip_weight"
"878","Trips","travel_dow",NA,NA,"Day of week","6","Saturday",NA,"trip","trip_weight"
"879","Trips","travel_dow",NA,NA,"Day of week","7","Sunday",NA,"trip","trip_weight"
"880","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","21","K-12 school",NA,"trip","trip_weight"
"881","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","22","College/university",NA,"trip","trip_weight"
"882","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","23","Other type of class (e.g., cooking class)",NA,"trip","trip_weight"
"883","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","24","Other education-related (e.g., field trip)",NA,"trip","trip_weight"
"884","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","25","Vocational education",NA,"trip","trip_weight"
"885","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","26","Daycare or preschool",NA,"trip","trip_weight"
"886","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","30","Grocery shopping",NA,"trip","trip_weight"
"887","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","31","Get gas",NA,"trip","trip_weight"
"888","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","32","Other routine shopping (e.g., pharmacy)",NA,"trip","trip_weight"
"889","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","33","Errand without appointment (e.g., post office, dry cleaning)",NA,"trip","trip_weight"
"890","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","34","Medical visit (e.g., doctor, dentist)",NA,"trip","trip_weight"
"891","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","36","Shopping for major item (e.g., furniture, car)",NA,"trip","trip_weight"
"892","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","37","Errand with appointment (e.g., haircut, accountant)",NA,"trip","trip_weight"
"893","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","40","Pick-up/drop-off to/from childcare/preschool/adult care",NA,"trip","trip_weight"
"894","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","41","Pick-up/drop-off to/from K-12 school or college",NA,"trip","trip_weight"
"895","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","42","Pick-up/drop-off to/from other person's workplace",NA,"trip","trip_weight"
"896","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","43","Pick-up/drop-off to/fromother person's scheduled activity (e.g., lesson, appointment)",NA,"trip","trip_weight"
"897","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","44","Other place to pick-up/drop-off",NA,"trip","trip_weight"
"898","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","45","Pick-up/drop-off to/from other person's home",NA,"trip","trip_weight"
"899","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","50","Dine out/get coffee or take-out",NA,"trip","trip_weight"
"900","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","51","Exercise (e.g., gym, jog, bike, walk dog)",NA,"trip","trip_weight"
"901","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","52","Social (e.g., visit friends/relatives)",NA,"trip","trip_weight"
"902","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","53","Leisure/entertain/cultural (e.g., cinema, museum)",NA,"trip","trip_weight"
"903","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","54","Religious/civic/volunteer activity",NA,"trip","trip_weight"
"904","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","55","Vacation/traveling",NA,"trip","trip_weight"
"905","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","56","Family activity (e.g., watch child's game)",NA,"trip","trip_weight"
"906","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","60","Change/transfer mode (e.g., wait for bus, change planes)",NA,"trip","trip_weight"
"907","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","61","Other errand",NA,"trip","trip_weight"
"908","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","62","Other social/leisure/vacation activity",NA,"trip","trip_weight"
"909","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","80","Spent the night at non-home location out of region",NA,"trip","trip_weight"
"910","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","81","Spent the night at non-home location in region",NA,"trip","trip_weight"
"911","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","100","To/from other person's home",NA,"trip","trip_weight"
"912","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","101","Split loop trip",NA,"trip","trip_weight"
"913","Trips","o_purpose_imputed",NA,NA,"Origin purpose imputed","997","Other purpose",NA,"trip","trip_weight"
"914","Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","-9998","Missing: Non-response",NA,"trip","trip_weight"
"915","Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","1","Free (no cost at all)",NA,"trip","trip_weight"
"916","Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","2","Used transit Go-To card or pass (any type)",NA,"trip","trip_weight"
"917","Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","3","Cash, credit card, token(s), or ticket(s)",NA,"trip","trip_weight"
"918","Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","4","Don't know",NA,"trip","trip_weight"
"919","Trips","rail_payment_type","How did you pay the rail fare?","If used rail mode; if adult for participation groups 1 and 3","Rail fare payment method","995","Missing: Skip logic",NA,"trip","trip_weight"
"920","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","-9999","Missing: Technical error",NA,"trip","trip_weight"
"921","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","-9998","Missing: Non-response",NA,"trip","trip_weight"
"922","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","1","In my house/apartment (includes garage, porch, storage area)","If purpose was ""home""","trip","trip_weight"
"923","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","2","Bike rack",NA,"trip","trip_weight"
"924","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","3","Bike locker",NA,"trip","trip_weight"
"925","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","4","Secured bike room",NA,"trip","trip_weight"
"926","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","5","Locked to other object (e.g., sign post, fence, tree)",NA,"trip","trip_weight"
"927","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","6","Scooter-share designated docking station","If scooter from scooter-share","trip","trip_weight"
"928","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","7","Unlocked on-street",NA,"trip","trip_weight"
"929","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","995","Missing: Skip logic",NA,"trip","trip_weight"
"930","Trips","scooter_park_loc",NA,"If used scooter mode; if adult for participation groups 1 and 3","Scooter parking location type","997","Other",NA,"trip","trip_weight"
"931","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","-9998","Missing: Non-response",NA,"trip","trip_weight"
"932","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","1","Participant paid the fare (no reimbursement)",NA,"trip","trip_weight"
"933","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","2","Employer paid (reimbursed)","If employed","trip","trip_weight"
"934","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","3","Split/shared fare with other(s)","If number of travelers > 1","trip","trip_weight"
"935","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","4","Someone else paid 100% of the fare","If number of travelers > 1","trip","trip_weight"
"936","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","995","Missing: Skip logic",NA,"trip","trip_weight"
"937","Trips","taxi_who_paid","Who paid for the trip?","If used taxi mode; if adult for participation groups 1 and 3","Who paid taxi fare","997","Other",NA,"trip","trip_weight"
"938","Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","-9999","Missing: Technical error",NA,"trip","trip_weight"
"939","Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","-9998","Missing: Non-response",NA,"trip","trip_weight"
"940","Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","1","Driver",NA,"trip","trip_weight"
"941","Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","2","Passenger",NA,"trip","trip_weight"
"942","Trips","vehicle_driver","Were you the driver or passenger?","If used vehicle mode and adult and has license  ","Driver or passenger on trip","995","Missing: Skip logic",NA,"trip","trip_weight"
"943","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","-9998","Missing: Non-response",NA,"trip","trip_weight"
"944","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","1","My own driveway/garage","If purpose was ""home""","trip","trip_weight"
"945","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","2","Someone else's driveway",NA,"trip","trip_weight"
"946","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","3","Parking lot/ramp/garage",NA,"trip","trip_weight"
"947","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","4","On street parking",NA,"trip","trip_weight"
"948","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","5","Park & ride lot",NA,"trip","trip_weight"
"949","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","6","Didn't park (e.g., waited, drop-off, drive-thru)",NA,"trip","trip_weight"
"950","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","995","Missing: Skip logic",NA,"trip","trip_weight"
"951","Trips","vehicle_park_loc","Where did you park?","If used vehicle mode ; if adult for participation groups 1 and 3","Vehicle parking location type ","997","Other",NA,"trip","trip_weight"
"952","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","-9999","Missing: Technical error",NA,"trip","trip_weight"
"953","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","-9998","Missing: Non-response",NA,"trip","trip_weight"
"954","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","1","Free parking (no cost at all)",NA,"trip","trip_weight"
"955","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","2","Used a parking pass (any type)",NA,"trip","trip_weight"
"956","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","3","Paid via cash, credit card, or ticket(s)",NA,"trip","trip_weight"
"957","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","4","Reserved parking service (e.g., ParkingPanda)",NA,"trip","trip_weight"
"958","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","995","Missing: Skip logic",NA,"trip","trip_weight"
"959","Trips","vehicle_park_type","What type of parking was it?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Vehicle parking: Parking type ","997","Other",NA,"trip","trip_weight"
"960","Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","-9999","Missing: Technical error",NA,"trip","trip_weight"
"961","Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","-9998","Missing: Non-response",NA,"trip","trip_weight"
"962","Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","1","Participant provided parking payment amount ",NA,"trip","trip_weight"
"963","Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","2","Another person paid or participant was reimbursed",NA,"trip","trip_weight"
"964","Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","995","Missing: Skip logic",NA,"trip","trip_weight"
"965","Trips","vehicle_park_who_paid","Who paid for parking?","If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3","Who paid parking fare","998","Don't know",NA,"trip","trip_weight"
"966","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","-9998","Missing: Non-response",NA,"veh","hh_weight"
"967","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","1","Gas",NA,"veh","hh_weight"
"968","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","2","Diesel",NA,"veh","hh_weight"
"969","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","3","Hybrid",NA,"veh","hh_weight"
"970","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","4","Electric",NA,"veh","hh_weight"
"971","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","995","Missing: Skip logic",NA,"veh","hh_weight"
"972","Vehicle","fuel","(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle fuel type","997","Other",NA,"veh","hh_weight"
"973","Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","-9998","Missing: Non-response",NA,"veh","hh_weight"
"974","Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","1","Yes, vehicle has a permit/pass for parking at/near home",NA,"veh","hh_weight"
"975","Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","2","No permit/pass needed - typically park at home",NA,"veh","hh_weight"
"976","Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","3","No permit/pass needed - typically park on street",NA,"veh","hh_weight"
"977","Vehicle","home_park_pass","(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a permit/parking pass for parking at your home","4","No permit/pass needed - typically park elsewhere",NA,"veh","hh_weight"
"978",NA,"home_park_pass_period",NA,NA,NA,"-9998","Missing: Non-response",NA,NA,NA
"979",NA,"home_park_pass_period",NA,NA,NA,"1","Per day",NA,NA,NA
"980",NA,"home_park_pass_period",NA,NA,NA,"2","Per week",NA,NA,NA
"981",NA,"home_park_pass_period",NA,NA,NA,"3","Per month",NA,NA,NA
"982",NA,"home_park_pass_period",NA,NA,NA,"4","Per year",NA,NA,NA
"983",NA,"home_park_pass_period",NA,NA,NA,"995","Missing: Skip logic",NA,NA,NA
"984",NA,"home_park_pass_period",NA,NA,NA,"998","Don't know",NA,NA,NA
"985",NA,"provided_text_name",NA,NA,NA,"0","No",NA,NA,NA
"986",NA,"provided_text_name",NA,NA,NA,"1","Yes",NA,NA,NA
"987","Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","-9998","Missing: Non-response",NA,"veh","hh_weight"
"988","Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","1","Yes",NA,"veh","hh_weight"
"989","Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","2","No",NA,"veh","hh_weight"
"990","Vehicle","toll_transponder","(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS","Skipped if vehicle driven the most is carshare or ""none""","Vehicle has a toll transponder","995","Missing: Skip logic",NA,"veh","hh_weight"
"991","Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","-9998","Missing: Non-response",NA,"veh","hh_weight"
"992","Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","1","Bought",NA,"veh","hh_weight"
"993","Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","2","Leased",NA,"veh","hh_weight"
"994","Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","3","Provided by employer/institution",NA,"veh","hh_weight"
"995","Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","995","Missing: Skip logic",NA,"veh","hh_weight"
"996","Vehicle","vehicle_obtain","(For the vehicle used the most by the respondent): How did you obtain this vehicle?","Skipped if vehicle driven the most is carshare or ""none""","Method vehicle was obtained","997","Other",NA,"veh","hh_weight"
"997","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","-9998","Missing: Non-response",NA,"hh","hh_weight"
"998","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","1","Under $25,000",NA,"hh","hh_weight"
"999","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","2","$25,000-$49,999",NA,"hh","hh_weight"
"1000","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","3","$50,000-$74,999",NA,"hh","hh_weight"
"1001","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","4","$75,000-$99,999",NA,"hh","hh_weight"
"1002","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","5","$100,000 or more",NA,"hh","hh_weight"
"1003","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","995","Missing: Skip logic",NA,"hh","hh_weight"
"1004","Demographics","income_broad","From these general categories, what was your household’s total annual income last year?",NA,"Household total annual income: aggregate categories","999","Prefer not to answer",NA,"hh","hh_weight"
"1005","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1006","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","1","Under $15,000",NA,"hh","hh_weight"
"1007","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","2","$15,000-$24,999",NA,"hh","hh_weight"
"1008","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","3","$25,000-$34,999",NA,"hh","hh_weight"
"1009","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","4","$35,000-$49,999",NA,"hh","hh_weight"
"1010","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","5","$50,000-$74,999",NA,"hh","hh_weight"
"1011","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","6","$75,000-$99,999",NA,"hh","hh_weight"
"1012","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","7","$100,000-$149,999",NA,"hh","hh_weight"
"1013","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","8","$150,000-$199,999",NA,"hh","hh_weight"
"1014","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","9","$200,000-$249,999",NA,"hh","hh_weight"
"1015","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","10","$250,000 or more",NA,"hh","hh_weight"
"1016","Demographics","income_detailed","Last year, what was your household’s total annual income (from all sources, before taxes/deductions from pay)?",NA,"Household total annual income: detailed categories","999","Prefer not to answer",NA,"hh","hh_weight"
"1017","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","-9998","Missing: Non-response",NA,"hh","hh_weight"
"1018","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","1","1",NA,"hh","hh_weight"
"1019","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","2","2",NA,"hh","hh_weight"
"1020","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","3","3",NA,"hh","hh_weight"
"1021","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","4","4",NA,"hh","hh_weight"
"1022","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","5","5",NA,"hh","hh_weight"
"1023","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","6","6",NA,"hh","hh_weight"
"1024","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","7","7",NA,"hh","hh_weight"
"1025","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","8","8",NA,"hh","hh_weight"
"1026","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","9","9",NA,"hh","hh_weight"
"1027","Demographics","num_people","Household person 1 reported the total number of people living in the household.",NA,"Household size","10","10",NA,"hh","hh_weight"
