which_table,category,variable,survey_question,variable_logic,variable_label,value,value_label,value_logic,wt_field
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,34,"Medical visit (e.g., doctor, dentist)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,36,"Shopping for major item (e.g., furniture, car)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,37,"Errand with appointment (e.g., haircut, accountant)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,40,Pick-up/drop-off to/from childcare/preschool/adult care,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,41,Pick-up/drop-off to/from K-12 school or college,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,42,Pick-up/drop-off to/from other person's workplace,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,43,"Pick-up/drop-off to/fromother person's scheduled activity (e.g., lesson, appointment)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,44,Other place to pick-up/drop-off,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,45,Pick-up/drop-off to/from other person's home,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,50,Dine out/get coffee or take-out,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,51,"Exercise (e.g., gym, jog, bike, walk dog)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,52,"Social (e.g., visit friends/relatives)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,53,"Leisure/entertain/cultural (e.g., cinema, museum)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,54,Religious/civic/volunteer activity,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,55,Vacation/traveling,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,56,"Family activity (e.g., watch child's game)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,60,"Change/transfer mode (e.g., wait for bus, change planes)",NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,61,Other errand,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,62,Other social/leisure/vacation activity,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,80,Spent the night at non-home location out of region,NA,trip_weight
trip,Trips,o_purpose_imputed,"What type of place were you coming from? Derived from respondent's answer, and verified against location data.",NA,Origin place type - detailed categories,81,Spent the night at non-home location in region,NA,trip_weight
trip,Trips,rail_payment_type,How did you pay the rail fare?,If used rail mode; if adult for participation groups 1 and 3,Rail fare payment method,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,rail_payment_type,How did you pay the rail fare?,If used rail mode; if adult for participation groups 1 and 3,Rail fare payment method,1,Free (no cost at all),NA,trip_weight
trip,Trips,rail_payment_type,How did you pay the rail fare?,If used rail mode; if adult for participation groups 1 and 3,Rail fare payment method,2,Used transit Go-To card or pass (any type),NA,trip_weight
trip,Trips,rail_payment_type,How did you pay the rail fare?,If used rail mode; if adult for participation groups 1 and 3,Rail fare payment method,3,"Cash, credit card, token(s), or ticket(s)",NA,trip_weight
trip,Trips,rail_payment_type,How did you pay the rail fare?,If used rail mode; if adult for participation groups 1 and 3,Rail fare payment method,4,Don't know,NA,trip_weight
trip,Trips,rail_payment_type,How did you pay the rail fare?,If used rail mode; if adult for participation groups 1 and 3,Rail fare payment method,995,Missing: Skip logic,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,-9999,Missing: Technical error,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,1,"In my house/apartment (includes garage, porch, storage area)","If purpose was ""home""",trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,2,Bike rack,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,3,Bike locker,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,4,Secured bike room,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,5,"Locked to other object (e.g., sign post, fence, tree)",NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,6,Scooter-share designated docking station,If scooter from scooter-share,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,7,Unlocked on-street,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,995,Missing: Skip logic,NA,trip_weight
trip,Trips,scooter_park_loc,Where did you park your scooter?,If used scooter mode; if adult for participation groups 1 and 3,Scooter parking location type,997,Other,NA,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,1,Participant paid the fare (no reimbursement),NA,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,2,Employer paid (reimbursed),If employed,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,3,Split/shared fare with other(s),If number of travelers > 1,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,4,Someone else paid 100% of the fare,If number of travelers > 1,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,995,Missing: Skip logic,NA,trip_weight
trip,Trips,taxi_who_paid,Who paid for the taxi trip?,If used taxi mode; if adult for participation groups 1 and 3,Who paid taxi fare,997,Other,NA,trip_weight
trip,Trips,vehicle_driver,Were you the driver or passenger?,If used vehicle mode and adult and has license  ,Driver or passenger on trip,-9999,Missing: Technical error,NA,trip_weight
trip,Trips,vehicle_driver,Were you the driver or passenger?,If used vehicle mode and adult and has license  ,Driver or passenger on trip,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,vehicle_driver,Were you the driver or passenger?,If used vehicle mode and adult and has license  ,Driver or passenger on trip,1,Driver,NA,trip_weight
trip,Trips,vehicle_driver,Were you the driver or passenger?,If used vehicle mode and adult and has license  ,Driver or passenger on trip,2,Passenger,NA,trip_weight
trip,Trips,vehicle_driver,Were you the driver or passenger?,If used vehicle mode and adult and has license  ,Driver or passenger on trip,995,Missing: Skip logic,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,1,My own driveway/garage,"If purpose was ""home""",trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,2,Someone else's driveway,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,3,Parking lot/ramp/garage,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,4,On street parking,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,5,Park & ride lot,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,6,"Didn't park (e.g., waited, drop-off, drive-thru)",NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,995,Missing: Skip logic,NA,trip_weight
trip,Trips,vehicle_park_loc,Where did you park?,If used vehicle mode ; if adult for participation groups 1 and 3,Vehicle parking location type ,997,Other,NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,-9999,Missing: Technical error,NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,1,Free parking (no cost at all),NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,2,Used a parking pass (any type),NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,3,"Paid via cash, credit card, or ticket(s)",NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,4,"Reserved parking service (e.g., ParkingPanda)",NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,995,Missing: Skip logic,NA,trip_weight
trip,Trips,vehicle_park_type,What type of parking was it?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Vehicle parking: Parking type ,997,Other,NA,trip_weight
trip,Trips,vehicle_park_who_paid,Who paid for parking?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Who paid parking fare,-9999,Missing: Technical error,NA,trip_weight
trip,Trips,vehicle_park_who_paid,Who paid for parking?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Who paid parking fare,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,vehicle_park_who_paid,Who paid for parking?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Who paid parking fare,1,Participant provided parking payment amount ,NA,trip_weight
trip,Trips,vehicle_park_who_paid,Who paid for parking?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Who paid parking fare,2,Another person paid or participant was reimbursed,NA,trip_weight
trip,Trips,vehicle_park_who_paid,Who paid for parking?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Who paid parking fare,995,Missing: Skip logic,NA,trip_weight
trip,Trips,vehicle_park_who_paid,Who paid for parking?,If used vehicle mode & parked on street/garage; if adult for participation groups 1 and 3,Who paid parking fare,998,Don't know,NA,trip_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,-9998,Missing: Non-response,NA,hh_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,1,Gas,NA,hh_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,2,Diesel,NA,hh_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,3,Hybrid,NA,hh_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,4,Electric,NA,hh_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,995,Missing: Skip logic,NA,hh_weight
veh,Vehicle,fuel,(For the vehicle used the most by the respondent): What type of fuel does this vehicle use?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle fuel type,997,Other,NA,hh_weight
veh,Vehicle,home_park_pass,(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a permit/parking pass for parking at your home,-9998,Missing: Non-response,NA,hh_weight
veh,Vehicle,home_park_pass,(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a permit/parking pass for parking at your home,1,"Yes, vehicle has a permit/pass for parking at/near home",NA,hh_weight
veh,Vehicle,home_park_pass,(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a permit/parking pass for parking at your home,2,No permit/pass needed - typically park at home,NA,hh_weight
veh,Vehicle,home_park_pass,(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a permit/parking pass for parking at your home,3,No permit/pass needed - typically park on street,NA,hh_weight
veh,Vehicle,home_park_pass,(For the vehicle used the most by the respondent): Does this vehicle have a permit/pass for parking at your home?,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a permit/parking pass for parking at your home,4,No permit/pass needed - typically park elsewhere,NA,hh_weight
NA,Survey metadata,home_park_pass_period,NA,NA,NA,-9998,Missing: Non-response,NA,NA
NA,Survey metadata,home_park_pass_period,NA,NA,NA,1,Per day,NA,NA
NA,Survey metadata,home_park_pass_period,NA,NA,NA,2,Per week,NA,NA
NA,Survey metadata,home_park_pass_period,NA,NA,NA,3,Per month,NA,NA
NA,Survey metadata,home_park_pass_period,NA,NA,NA,4,Per year,NA,NA
NA,Survey metadata,home_park_pass_period,NA,NA,NA,995,Missing: Skip logic,NA,NA
NA,Survey metadata,home_park_pass_period,NA,NA,NA,998,Don't know,NA,NA
NA,Survey metadata,provided_text_name,NA,NA,NA,0,No,NA,NA
NA,Survey metadata,provided_text_name,NA,NA,NA,1,Yes,NA,NA
veh,Vehicle,toll_transponder,(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a toll transponder,-9998,Missing: Non-response,NA,hh_weight
veh,Vehicle,toll_transponder,(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a toll transponder,1,Yes,NA,hh_weight
veh,Vehicle,toll_transponder,(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a toll transponder,2,No,NA,hh_weight
veh,Vehicle,toll_transponder,(For the vehicle used the most by the respondent): Does this vehicle have a toll transponder? Example: MnPASS,"Skipped if vehicle driven the most is carshare or ""none""",Vehicle has a toll transponder,995,Missing: Skip logic,NA,hh_weight
veh,Vehicle,vehicle_obtain,(For the vehicle used the most by the respondent): How did you obtain this vehicle?,"Skipped if vehicle driven the most is carshare or ""none""",Method vehicle was obtained,-9998,Missing: Non-response,NA,hh_weight
veh,Vehicle,vehicle_obtain,(For the vehicle used the most by the respondent): How did you obtain this vehicle?,"Skipped if vehicle driven the most is carshare or ""none""",Method vehicle was obtained,1,Bought,NA,hh_weight
veh,Vehicle,vehicle_obtain,(For the vehicle used the most by the respondent): How did you obtain this vehicle?,"Skipped if vehicle driven the most is carshare or ""none""",Method vehicle was obtained,2,Leased,NA,hh_weight
veh,Vehicle,vehicle_obtain,(For the vehicle used the most by the respondent): How did you obtain this vehicle?,"Skipped if vehicle driven the most is carshare or ""none""",Method vehicle was obtained,3,Provided by employer/institution,NA,hh_weight
veh,Vehicle,vehicle_obtain,(For the vehicle used the most by the respondent): How did you obtain this vehicle?,"Skipped if vehicle driven the most is carshare or ""none""",Method vehicle was obtained,995,Missing: Skip logic,NA,hh_weight
veh,Vehicle,vehicle_obtain,(For the vehicle used the most by the respondent): How did you obtain this vehicle?,"Skipped if vehicle driven the most is carshare or ""none""",Method vehicle was obtained,997,Other,NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,1,"Under $25,000",NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,2,"$25,000-$49,999",NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,3,"$50,000-$74,999",NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,4,"$75,000-$99,999",NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,5,"$100,000 or more",NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,995,Missing: Skip logic,NA,hh_weight
hh,Demographics,income_broad,"From these general categories, what was your household's total annual income last year?",NA,Household total annual income: aggregate categories,999,Prefer not to answer,NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,1,"Under $15,000",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,2,"$15,000-$24,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,3,"$25,000-$34,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,4,"$35,000-$49,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,5,"$50,000-$74,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,6,"$75,000-$99,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,7,"$100,000-$149,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,8,"$150,000-$199,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,9,"$200,000-$249,999",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,10,"$250,000 or more",NA,hh_weight
hh,Demographics,income_detailed,"Last year, what was your household's total annual income (from all sources, before taxes/deductions from pay)?",NA,Household total annual income: detailed categories,999,Prefer not to answer,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,1,1,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,2,2,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,3,3,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,4,4,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,5,5,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,6,6,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,7,7,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,8,8,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,9,9,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,10,10,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,11,11,NA,hh_weight
hh,Demographics,num_people,Household person 1 reported the total number of people living in the household.,NA,Household size,12,12+,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,0,0 (no vehicles in household),NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,1,1,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,2,2,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,3,3,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,4,4,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,5,5,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,6,6,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,7,7,NA,hh_weight
hh,Demographics,num_vehicles,How many registered motor vehicles are in your household?,NA,Number of vehicles in household,8,8 or more vehicles,NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,1,$0-$499,NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,2,$500-$749,NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,3,$750-$999,NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,4,"$1,000-$1,249",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,5,"$1,250-$1,499",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,6,"$1,500-$1,749",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,7,"$1,750-$1,999",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,8,"$2,000-$2,499",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,9,"$2,500-$2,999",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,10,"$3,000-$3,999",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,11,"$4,000 or more ",NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,995,Missing: Skip logic,NA,hh_weight
hh,Demographics,rent_cost,"What is the monthly rent for this house, apartment, or manufactured home?",If rents home,Rent paid per month,999,Prefer not to answer,NA,hh_weight
hh,Demographics,rent_own,Do you own or rent?,NA,Residence ownership status ,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,rent_own,Do you own or rent?,NA,Residence ownership status ,1,Own (includes paying a mortgage),NA,hh_weight
hh,Demographics,rent_own,Do you own or rent?,NA,Residence ownership status ,2,Rent,NA,hh_weight
hh,Demographics,rent_own,Do you own or rent?,NA,Residence ownership status ,3,Housing provided by job or military,NA,hh_weight
hh,Demographics,rent_own,Do you own or rent?,NA,Residence ownership status ,997,Other,NA,hh_weight
hh,Demographics,rent_own,Do you own or rent?,NA,Residence ownership status ,999,Prefer not to answer,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,1,Less than a year,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,2,Between 1 and 2 years,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,3,Between 2 and 3 years,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,4,Between 3 and 5 years,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,5,Between 5 and 10 years,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,6,Between 10 and 20 years,NA,hh_weight
hh,Demographics,residence_duration,How long have you lived at your current residence?,NA,How long lived at current residence,7,More than 20 years,NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,-9998,Missing: Non-response,NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,1,12 months (all year long),NA,hh_weight
hh,Demographics,residence_months,How many months of the year do you live at your current residence?,NA,Number of months of the year lived at current residence,2,10-11 months,NA,hh_weight
