which_table,category,variable,variable_label,survey_question,variable_logic,value,value_label,wt_field
trip,,hh_member_7,On trip -- Member 7,,NA,995,Missing,trip_weight
trip,,hh_member_8,On trip -- Member 8,,NA,0,No,trip_weight
trip,,hh_member_8,On trip -- Member 8,,NA,1,Yes,trip_weight
trip,,hh_member_8,On trip -- Member 8,,NA,995,Missing,trip_weight
trip,,hh_member_9,On trip -- Member 9,,NA,0,No,trip_weight
trip,,hh_member_9,On trip -- Member 9,,NA,1,Yes,trip_weight
trip,,hh_member_9,On trip -- Member 9,,NA,995,Missing,trip_weight
trip,,is_access,Trip flagged as access leg,,NA,0,Trip is not access portion of linked trip,trip_weight
trip,,is_access,Trip flagged as access leg,,NA,1,Trip is  access portion of linked trip,trip_weight
trip,,is_access,Trip flagged as access leg,,NA,995,Missing,trip_weight
trip,,is_egress,Trip flagged as egress leg,,NA,0,Trip is not egress portion of linked trip,trip_weight
trip,,is_egress,Trip flagged as egress leg,,NA,1,Trip is egress portion of linked trip,trip_weight
trip,,is_egress,Trip flagged as egress leg,,NA,995,Missing,trip_weight
trip,,leg_num,NA,,NA,NA,NA,trip_weight
trip,,mode_1,First trip mode reported,,NA,1,Walk (or jog/wheelchair),trip_weight
trip,,mode_1,First trip mode reported,,NA,2,Standard bicycle (my household's),trip_weight
trip,,mode_1,First trip mode reported,,NA,3,"Borrowed bicycle (e.g., a friend's)",trip_weight
trip,,mode_1,First trip mode reported,,NA,4,Other rented bicycle,trip_weight
trip,,mode_1,First trip mode reported,,NA,5,Other,trip_weight
trip,,mode_1,First trip mode reported,,NA,6,Household vehicle 1,trip_weight
trip,,mode_1,First trip mode reported,,NA,7,Household vehicle 2,trip_weight
trip,,mode_1,First trip mode reported,,NA,8,Household vehicle 3,trip_weight
trip,,mode_1,First trip mode reported,,NA,9,Household vehicle 4,trip_weight
trip,,mode_1,First trip mode reported,,NA,10,Household vehicle 5,trip_weight
trip,,mode_1,First trip mode reported,,NA,11,Household vehicle 6,trip_weight
trip,,mode_1,First trip mode reported,,NA,13,Household vehicle 8,trip_weight
trip,,mode_1,First trip mode reported,,NA,16,Other vehicle in household,trip_weight
trip,,mode_1,First trip mode reported,,NA,17,Car rental,trip_weight
trip,,mode_1,First trip mode reported,,NA,18,"Carshare service (e.g., Zipcar)",trip_weight
trip,,mode_1,First trip mode reported,,NA,21,Vanpool,trip_weight
trip,,mode_1,First trip mode reported,,NA,22,Other car,trip_weight
trip,,mode_1,First trip mode reported,,NA,23,Local fixed-route bus,trip_weight
trip,,mode_1,First trip mode reported,,NA,24,School bus,trip_weight
trip,,mode_1,First trip mode reported,,NA,25,"Intercity bus (e.g., BoltBus, Greyhound)",trip_weight
trip,,mode_1,First trip mode reported,,NA,26,"Other private shuttle/bus (e.g., Bellair Charters, Airporter Shuttle)",trip_weight
trip,,mode_1,First trip mode reported,,NA,27,Paratransit/Dial-A-Ride,trip_weight
trip,,mode_1,First trip mode reported,,NA,28,Other bus,trip_weight
trip,,mode_1,First trip mode reported,,NA,31,Airplane/helicopter,trip_weight
trip,,mode_1,First trip mode reported,,NA,32,Boat/ferry,trip_weight
trip,,mode_1,First trip mode reported,,NA,33,Work vehicle,trip_weight
trip,,mode_1,First trip mode reported,,NA,34,Friend's vehicle,trip_weight
trip,,mode_1,First trip mode reported,,NA,36,"Regular taxi (e.g., Yellow Cab)",trip_weight
trip,,mode_1,First trip mode reported,,NA,38,University/college shuttle/bus,trip_weight
trip,,mode_1,First trip mode reported,,NA,39,Light rail,trip_weight
trip,,mode_1,First trip mode reported,,NA,41,"Intercity rail (e.g., Amtrak)",trip_weight
trip,,mode_1,First trip mode reported,,NA,42,Other rail,trip_weight
trip,,mode_1,First trip mode reported,,NA,43,Skateboard or rollerblade,trip_weight
trip,,mode_1,First trip mode reported,,NA,44,Golf cart,trip_weight
trip,,mode_1,First trip mode reported,,NA,45,ATV or snowmobile,trip_weight
trip,,mode_1,First trip mode reported,,NA,47,Other motorcycle in household,trip_weight
trip,,mode_1,First trip mode reported,,NA,49,"Uber, Lyft, or other smartphone-app ride service",trip_weight
trip,,mode_1,First trip mode reported,,NA,54,Other motorcycle (not my household's),trip_weight
trip,,mode_1,First trip mode reported,,NA,55,Express/commuter bus,trip_weight
trip,,mode_1,First trip mode reported,,NA,59,"Peer-to-peer car rental (e.g., Turo)",trip_weight
trip,,mode_1,First trip mode reported,,NA,60,"Other hired car service (e.g., black car, limo)",trip_weight
trip,,mode_1,First trip mode reported,,NA,61,"Bus rapid transit (e.g., A Line, C Line, Red Line)",trip_weight
trip,,mode_1,First trip mode reported,,NA,62,Employer-provided shuttle/bus,trip_weight
trip,,mode_1,First trip mode reported,,NA,63,Medical transportation service,trip_weight
trip,,mode_1,First trip mode reported,,NA,69,Bike-share - standard bicycle,trip_weight
trip,,mode_1,First trip mode reported,,NA,70,Bike-share - electric bicycle,trip_weight
trip,,mode_1,First trip mode reported,,NA,73,"Moped-share (e.g., Scoot)",trip_weight
trip,,mode_1,First trip mode reported,,NA,74,Segway,trip_weight
trip,,mode_1,First trip mode reported,,NA,75,Other,trip_weight
trip,,mode_1,First trip mode reported,,NA,76,"Carpool match (e.g., Waze Carpool)",trip_weight
trip,,mode_1,First trip mode reported,,NA,77,Personal scooter or moped (not shared),trip_weight
trip,,mode_1,First trip mode reported,,NA,79,Vehicle ferry (took vehicle on board),trip_weight
trip,,mode_1,First trip mode reported,,NA,80,"Other boat (e.g., kayak)",trip_weight
trip,,mode_1,First trip mode reported,,NA,81,Snowmobile,trip_weight
trip,,mode_1,First trip mode reported,,NA,82,Electric bicycle (my household's),trip_weight
trip,,mode_1,First trip mode reported,,NA,83,"Scooter-share (e.g., Bird, Lime)",trip_weight
trip,,mode_1,First trip mode reported,,NA,100,Household vehicle (or motorcycle),trip_weight
trip,,mode_1,First trip mode reported,,NA,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",trip_weight
trip,,mode_1,First trip mode reported,,NA,102,"Bus, shuttle, or vanpool",trip_weight
trip,,mode_1,First trip mode reported,,NA,103,Bicycle or e-bicycle,trip_weight
trip,,mode_1,First trip mode reported,,NA,104,Other,trip_weight
trip,,mode_1,First trip mode reported,,NA,105,"Rail (e.g., train, subway)",trip_weight
trip,,mode_1,First trip mode reported,,NA,106,"Uber/Lyft, taxi, or car service",trip_weight
trip,,mode_1,First trip mode reported,,NA,107,"Micromobility (e.g., scooter, moped, skateboard)",trip_weight
trip,,mode_1,First trip mode reported,,NA,109,Veterans transportation service,trip_weight
trip,,mode_1,First trip mode reported,,NA,110,Tribal transit,trip_weight
trip,,mode_1,First trip mode reported,,NA,171,Metro Mobility,trip_weight
trip,,mode_1,First trip mode reported,,NA,172,Northstar,trip_weight
trip,,mode_1,First trip mode reported,,NA,176,Non-emergency medical transportation service,trip_weight
trip,,mode_1,First trip mode reported,,NA,201,SouthWest Prime or MVTA Connect,trip_weight
trip,,mode_1,First trip mode reported,,NA,995,Missing,trip_weight
trip,,mode_2,Second trip mode reported,,NA,1,Walk (or jog/wheelchair),trip_weight
trip,,mode_2,Second trip mode reported,,NA,2,Standard bicycle (my household's),trip_weight
trip,,mode_2,Second trip mode reported,,NA,3,"Borrowed bicycle (e.g., a friend's)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,4,Other rented bicycle,trip_weight
trip,,mode_2,Second trip mode reported,,NA,5,Other,trip_weight
trip,,mode_2,Second trip mode reported,,NA,6,Household vehicle 1,trip_weight
trip,,mode_2,Second trip mode reported,,NA,7,Household vehicle 2,trip_weight
trip,,mode_2,Second trip mode reported,,NA,8,Household vehicle 3,trip_weight
trip,,mode_2,Second trip mode reported,,NA,9,Household vehicle 4,trip_weight
trip,,mode_2,Second trip mode reported,,NA,10,Household vehicle 5,trip_weight
trip,,mode_2,Second trip mode reported,,NA,11,Household vehicle 6,trip_weight
trip,,mode_2,Second trip mode reported,,NA,13,Household vehicle 8,trip_weight
trip,,mode_2,Second trip mode reported,,NA,16,Other vehicle in household,trip_weight
trip,,mode_2,Second trip mode reported,,NA,17,Car rental,trip_weight
trip,,mode_2,Second trip mode reported,,NA,18,"Carshare service (e.g., Zipcar)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,21,Vanpool,trip_weight
trip,,mode_2,Second trip mode reported,,NA,22,Other car,trip_weight
trip,,mode_2,Second trip mode reported,,NA,23,Local fixed-route bus,trip_weight
trip,,mode_2,Second trip mode reported,,NA,24,School bus,trip_weight
trip,,mode_2,Second trip mode reported,,NA,25,"Intercity bus (e.g., BoltBus, Greyhound)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,26,"Other private shuttle/bus (e.g., Bellair Charters, Airporter Shuttle)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,27,Paratransit/Dial-A-Ride,trip_weight
trip,,mode_2,Second trip mode reported,,NA,28,Other bus,trip_weight
trip,,mode_2,Second trip mode reported,,NA,31,Airplane/helicopter,trip_weight
trip,,mode_2,Second trip mode reported,,NA,32,Boat/ferry,trip_weight
trip,,mode_2,Second trip mode reported,,NA,33,Work vehicle,trip_weight
trip,,mode_2,Second trip mode reported,,NA,34,Friend's vehicle,trip_weight
trip,,mode_2,Second trip mode reported,,NA,36,"Regular taxi (e.g., Yellow Cab)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,38,University/college shuttle/bus,trip_weight
trip,,mode_2,Second trip mode reported,,NA,39,Light rail,trip_weight
trip,,mode_2,Second trip mode reported,,NA,41,"Intercity rail (e.g., Amtrak)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,42,Other rail,trip_weight
trip,,mode_2,Second trip mode reported,,NA,43,Skateboard or rollerblade,trip_weight
trip,,mode_2,Second trip mode reported,,NA,44,Golf cart,trip_weight
trip,,mode_2,Second trip mode reported,,NA,45,ATV or snowmobile,trip_weight
trip,,mode_2,Second trip mode reported,,NA,47,Other motorcycle in household,trip_weight
trip,,mode_2,Second trip mode reported,,NA,49,"Uber, Lyft, or other smartphone-app ride service",trip_weight
trip,,mode_2,Second trip mode reported,,NA,54,Other motorcycle (not my household's),trip_weight
trip,,mode_2,Second trip mode reported,,NA,55,Express/commuter bus,trip_weight
trip,,mode_2,Second trip mode reported,,NA,59,"Peer-to-peer car rental (e.g., Turo)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,60,"Other hired car service (e.g., black car, limo)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,61,"Bus rapid transit (e.g., A Line, C Line, Red Line)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,62,Employer-provided shuttle/bus,trip_weight
trip,,mode_2,Second trip mode reported,,NA,63,Medical transportation service,trip_weight
trip,,mode_2,Second trip mode reported,,NA,69,Bike-share - standard bicycle,trip_weight
trip,,mode_2,Second trip mode reported,,NA,70,Bike-share - electric bicycle,trip_weight
trip,,mode_2,Second trip mode reported,,NA,73,"Moped-share (e.g., Scoot)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,74,Segway,trip_weight
trip,,mode_2,Second trip mode reported,,NA,75,Other,trip_weight
trip,,mode_2,Second trip mode reported,,NA,76,"Carpool match (e.g., Waze Carpool)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,77,Personal scooter or moped (not shared),trip_weight
trip,,mode_2,Second trip mode reported,,NA,79,Vehicle ferry (took vehicle on board),trip_weight
trip,,mode_2,Second trip mode reported,,NA,80,"Other boat (e.g., kayak)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,81,Snowmobile,trip_weight
trip,,mode_2,Second trip mode reported,,NA,82,Electric bicycle (my household's),trip_weight
trip,,mode_2,Second trip mode reported,,NA,83,"Scooter-share (e.g., Bird, Lime)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,100,Household vehicle (or motorcycle),trip_weight
trip,,mode_2,Second trip mode reported,,NA,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,102,"Bus, shuttle, or vanpool",trip_weight
trip,,mode_2,Second trip mode reported,,NA,103,Bicycle or e-bicycle,trip_weight
trip,,mode_2,Second trip mode reported,,NA,104,Other,trip_weight
trip,,mode_2,Second trip mode reported,,NA,105,"Rail (e.g., train, subway)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,106,"Uber/Lyft, taxi, or car service",trip_weight
trip,,mode_2,Second trip mode reported,,NA,107,"Micromobility (e.g., scooter, moped, skateboard)",trip_weight
trip,,mode_2,Second trip mode reported,,NA,109,Veterans transportation service,trip_weight
trip,,mode_2,Second trip mode reported,,NA,110,Tribal transit,trip_weight
trip,,mode_2,Second trip mode reported,,NA,171,Metro Mobility,trip_weight
trip,,mode_2,Second trip mode reported,,NA,172,Northstar,trip_weight
trip,,mode_2,Second trip mode reported,,NA,176,Non-emergency medical transportation service,trip_weight
trip,,mode_2,Second trip mode reported,,NA,201,SouthWest Prime or MVTA Connect,trip_weight
trip,,mode_2,Second trip mode reported,,NA,995,Missing,trip_weight
trip,,mode_3,Third trip mode reported,,NA,1,Walk (or jog/wheelchair),trip_weight
trip,,mode_3,Third trip mode reported,,NA,2,Standard bicycle (my household's),trip_weight
trip,,mode_3,Third trip mode reported,,NA,3,"Borrowed bicycle (e.g., a friend's)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,4,Other rented bicycle,trip_weight
trip,,mode_3,Third trip mode reported,,NA,5,Other,trip_weight
trip,,mode_3,Third trip mode reported,,NA,6,Household vehicle 1,trip_weight
trip,,mode_3,Third trip mode reported,,NA,7,Household vehicle 2,trip_weight
trip,,mode_3,Third trip mode reported,,NA,8,Household vehicle 3,trip_weight
trip,,mode_3,Third trip mode reported,,NA,9,Household vehicle 4,trip_weight
trip,,mode_3,Third trip mode reported,,NA,10,Household vehicle 5,trip_weight
trip,,mode_3,Third trip mode reported,,NA,11,Household vehicle 6,trip_weight
trip,,mode_3,Third trip mode reported,,NA,13,Household vehicle 8,trip_weight
trip,,mode_3,Third trip mode reported,,NA,16,Other vehicle in household,trip_weight
trip,,mode_3,Third trip mode reported,,NA,17,Car rental,trip_weight
trip,,mode_3,Third trip mode reported,,NA,18,"Carshare service (e.g., Zipcar)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,21,Vanpool,trip_weight
trip,,mode_3,Third trip mode reported,,NA,22,Other car,trip_weight
trip,,mode_3,Third trip mode reported,,NA,23,Local fixed-route bus,trip_weight
trip,,mode_3,Third trip mode reported,,NA,24,School bus,trip_weight
trip,,mode_3,Third trip mode reported,,NA,25,"Intercity bus (e.g., BoltBus, Greyhound)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,26,"Other private shuttle/bus (e.g., Bellair Charters, Airporter Shuttle)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,27,Paratransit/Dial-A-Ride,trip_weight
trip,,mode_3,Third trip mode reported,,NA,28,Other bus,trip_weight
trip,,mode_3,Third trip mode reported,,NA,31,Airplane/helicopter,trip_weight
trip,,mode_3,Third trip mode reported,,NA,32,Boat/ferry,trip_weight
trip,,mode_3,Third trip mode reported,,NA,33,Work vehicle,trip_weight
trip,,mode_3,Third trip mode reported,,NA,34,Friend's vehicle,trip_weight
trip,,mode_3,Third trip mode reported,,NA,36,"Regular taxi (e.g., Yellow Cab)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,38,University/college shuttle/bus,trip_weight
trip,,mode_3,Third trip mode reported,,NA,39,Light rail,trip_weight
trip,,mode_3,Third trip mode reported,,NA,41,"Intercity rail (e.g., Amtrak)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,42,Other rail,trip_weight
trip,,mode_3,Third trip mode reported,,NA,43,Skateboard or rollerblade,trip_weight
trip,,mode_3,Third trip mode reported,,NA,44,Golf cart,trip_weight
trip,,mode_3,Third trip mode reported,,NA,45,ATV or snowmobile,trip_weight
trip,,mode_3,Third trip mode reported,,NA,47,Other motorcycle in household,trip_weight
trip,,mode_3,Third trip mode reported,,NA,49,"Uber, Lyft, or other smartphone-app ride service",trip_weight
trip,,mode_3,Third trip mode reported,,NA,54,Other motorcycle (not my household's),trip_weight
trip,,mode_3,Third trip mode reported,,NA,55,Express/commuter bus,trip_weight
trip,,mode_3,Third trip mode reported,,NA,59,"Peer-to-peer car rental (e.g., Turo)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,60,"Other hired car service (e.g., black car, limo)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,61,"Bus rapid transit (e.g., A Line, C Line, Red Line)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,62,Employer-provided shuttle/bus,trip_weight
trip,,mode_3,Third trip mode reported,,NA,63,Medical transportation service,trip_weight
trip,,mode_3,Third trip mode reported,,NA,69,Bike-share - standard bicycle,trip_weight
trip,,mode_3,Third trip mode reported,,NA,70,Bike-share - electric bicycle,trip_weight
trip,,mode_3,Third trip mode reported,,NA,73,"Moped-share (e.g., Scoot)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,74,Segway,trip_weight
trip,,mode_3,Third trip mode reported,,NA,75,Other,trip_weight
trip,,mode_3,Third trip mode reported,,NA,76,"Carpool match (e.g., Waze Carpool)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,77,Personal scooter or moped (not shared),trip_weight
trip,,mode_3,Third trip mode reported,,NA,79,Vehicle ferry (took vehicle on board),trip_weight
trip,,mode_3,Third trip mode reported,,NA,80,"Other boat (e.g., kayak)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,81,Snowmobile,trip_weight
trip,,mode_3,Third trip mode reported,,NA,82,Electric bicycle (my household's),trip_weight
trip,,mode_3,Third trip mode reported,,NA,83,"Scooter-share (e.g., Bird, Lime)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,100,Household vehicle (or motorcycle),trip_weight
trip,,mode_3,Third trip mode reported,,NA,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,102,"Bus, shuttle, or vanpool",trip_weight
trip,,mode_3,Third trip mode reported,,NA,103,Bicycle or e-bicycle,trip_weight
trip,,mode_3,Third trip mode reported,,NA,104,Other,trip_weight
trip,,mode_3,Third trip mode reported,,NA,105,"Rail (e.g., train, subway)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,106,"Uber/Lyft, taxi, or car service",trip_weight
trip,,mode_3,Third trip mode reported,,NA,107,"Micromobility (e.g., scooter, moped, skateboard)",trip_weight
trip,,mode_3,Third trip mode reported,,NA,109,Veterans transportation service,trip_weight
trip,,mode_3,Third trip mode reported,,NA,110,Tribal transit,trip_weight
trip,,mode_3,Third trip mode reported,,NA,171,Metro Mobility,trip_weight
trip,,mode_3,Third trip mode reported,,NA,172,Northstar,trip_weight
trip,,mode_3,Third trip mode reported,,NA,176,Non-emergency medical transportation service,trip_weight
trip,,mode_3,Third trip mode reported,,NA,201,SouthWest Prime or MVTA Connect,trip_weight
trip,,mode_3,Third trip mode reported,,NA,995,Missing,trip_weight
trip,,mode_group,NA,,NA,NA,NA,trip_weight
trip,,mode_other_comment,NA,,NA,NA,NA,trip_weight
trip,,mode_type,Trip mode type,,NA,1,Walk,trip_weight
trip,,mode_type,Trip mode type,,NA,2,Bicycle or e-bicycle,trip_weight
trip,,mode_type,Trip mode type,,NA,3,Bike-share,trip_weight
trip,,mode_type,Trip mode type,,NA,4,Scooter-share,trip_weight
trip,,mode_type,Trip mode type,,NA,5,Taxi,trip_weight
trip,,mode_type,Trip mode type,,NA,6,Smartphone-app ride-hailing service,trip_weight
trip,,mode_type,Trip mode type,,NA,7,Other,trip_weight
trip,,mode_type,Trip mode type,,NA,8,Vehicle,trip_weight
trip,,mode_type,Trip mode type,,NA,9,Carshare,trip_weight
trip,,mode_type,Trip mode type,,NA,10,School bus,trip_weight
trip,,mode_type,Trip mode type,,NA,11,Shuttle,trip_weight
trip,,mode_type,Trip mode type,,NA,12,Ferry,trip_weight
trip,,mode_type,Trip mode type,,NA,13,Transit,trip_weight
trip,,mode_type,Trip mode type,,NA,14,Long distance passenger mode,trip_weight
trip,,mode_type,Trip mode type,,NA,995,Missing,trip_weight
trip,,mode_type_detailed,NA,,NA,NA,NA,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,1,1 person,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,2,2 people,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,3,3 people,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,4,4 people,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,5,5 people,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,6,6 people,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,7,7 or more people,trip_weight
trip,,num_hh_travelers,Number of  household members on trip,,NA,995,Missing,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,0,0 people,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,1,1 person,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,2,2 people,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,3,3 people,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,4,4 people,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,5,5 or more people,trip_weight
trip,,num_non_hh_travelers,Number of non-household members on trip,,NA,995,Missing,trip_weight
trip,,num_travelers,Number of people in travel party,,NA,1,1 person,trip_weight
trip,,num_travelers,Number of people in travel party,,NA,2,2 people,trip_weight
trip,,num_travelers,Number of people in travel party,,NA,3,3 people,trip_weight
trip,,num_travelers,Number of people in travel party,,NA,4,4 people,trip_weight
trip,,num_travelers,Number of people in travel party,,NA,5,5 or more people,trip_weight
trip,,num_travelers,Number of people in travel party,,NA,995,Missing,trip_weight
trip,,o_bg_2010,NA,,NA,NA,NA,trip_weight
trip,,o_bg_2020,NA,,NA,NA,NA,trip_weight
trip,,o_county,Origin: County,,NA,995,Missing,trip_weight
trip,,o_county,Origin: County,,NA,27001,Aitkin,trip_weight
trip,,o_county,Origin: County,,NA,27003,Anoka,trip_weight
trip,,o_county,Origin: County,,NA,27005,Becker,trip_weight
trip,,o_county,Origin: County,,NA,27007,Beltrami,trip_weight
trip,,o_county,Origin: County,,NA,27009,Benton,trip_weight
trip,,o_county,Origin: County,,NA,27011,Big Stone,trip_weight
trip,,o_county,Origin: County,,NA,27013,Blue Earth,trip_weight
trip,,o_county,Origin: County,,NA,27015,Brown,trip_weight
trip,,o_county,Origin: County,,NA,27017,Carlton,trip_weight
trip,,o_county,Origin: County,,NA,27019,Carver,trip_weight
trip,,o_county,Origin: County,,NA,27021,Cass,trip_weight
trip,,o_county,Origin: County,,NA,27023,Chippewa,trip_weight
trip,,o_county,Origin: County,,NA,27025,Chisago,trip_weight
trip,,o_county,Origin: County,,NA,27027,Clay,trip_weight
trip,,o_county,Origin: County,,NA,27029,Clearwater,trip_weight
trip,,o_county,Origin: County,,NA,27031,Cook,trip_weight
trip,,o_county,Origin: County,,NA,27033,Cottonwood,trip_weight
trip,,o_county,Origin: County,,NA,27035,Crow Wing,trip_weight
trip,,o_county,Origin: County,,NA,27037,Dakota,trip_weight
trip,,o_county,Origin: County,,NA,27039,Dodge,trip_weight
trip,,o_county,Origin: County,,NA,27041,Douglas,trip_weight
trip,,o_county,Origin: County,,NA,27043,Faribault,trip_weight
trip,,o_county,Origin: County,,NA,27045,Fillmore,trip_weight
trip,,o_county,Origin: County,,NA,27047,Freeborn,trip_weight
trip,,o_county,Origin: County,,NA,27049,Goodhue,trip_weight
trip,,o_county,Origin: County,,NA,27051,Grant,trip_weight
trip,,o_county,Origin: County,,NA,27053,Hennepin,trip_weight
trip,,o_county,Origin: County,,NA,27055,Houston,trip_weight
trip,,o_county,Origin: County,,NA,27057,Hubbard,trip_weight
trip,,o_county,Origin: County,,NA,27059,Isanti,trip_weight
trip,,o_county,Origin: County,,NA,27061,Itasca,trip_weight
trip,,o_county,Origin: County,,NA,27063,Jackson,trip_weight
trip,,o_county,Origin: County,,NA,27065,Kanabec,trip_weight
trip,,o_county,Origin: County,,NA,27067,Kandiyohi,trip_weight
trip,,o_county,Origin: County,,NA,27069,Kittson,trip_weight
trip,,o_county,Origin: County,,NA,27071,Koochiching,trip_weight
trip,,o_county,Origin: County,,NA,27073,Lac qui Parle,trip_weight
trip,,o_county,Origin: County,,NA,27075,Lake,trip_weight
trip,,o_county,Origin: County,,NA,27077,Lake of the Woods,trip_weight
trip,,o_county,Origin: County,,NA,27079,Le Sueur,trip_weight
trip,,o_county,Origin: County,,NA,27081,Lincoln,trip_weight
trip,,o_county,Origin: County,,NA,27083,Lyon,trip_weight
trip,,o_county,Origin: County,,NA,27085,McLeod,trip_weight
trip,,o_county,Origin: County,,NA,27087,Mahnomen,trip_weight
trip,,o_county,Origin: County,,NA,27089,Marshall,trip_weight
trip,,o_county,Origin: County,,NA,27091,Martin,trip_weight
trip,,o_county,Origin: County,,NA,27093,Meeker,trip_weight
trip,,o_county,Origin: County,,NA,27095,Mille Lacs,trip_weight
trip,,o_county,Origin: County,,NA,27097,Morrison,trip_weight
trip,,o_county,Origin: County,,NA,27099,Mower,trip_weight
trip,,o_county,Origin: County,,NA,27101,Murray,trip_weight
trip,,o_county,Origin: County,,NA,27103,Nicollet,trip_weight
trip,,o_county,Origin: County,,NA,27105,Nobles,trip_weight
trip,,o_county,Origin: County,,NA,27107,Norman,trip_weight
trip,,o_county,Origin: County,,NA,27109,Olmsted,trip_weight
trip,,o_county,Origin: County,,NA,27111,Otter Tail,trip_weight
trip,,o_county,Origin: County,,NA,27113,Pennington,trip_weight
trip,,o_county,Origin: County,,NA,27115,Pine,trip_weight
trip,,o_county,Origin: County,,NA,27117,Pipestone,trip_weight
trip,,o_county,Origin: County,,NA,27119,Polk,trip_weight
trip,,o_county,Origin: County,,NA,27121,Pope,trip_weight
trip,,o_county,Origin: County,,NA,27123,Ramsey,trip_weight
trip,,o_county,Origin: County,,NA,27125,Red Lake,trip_weight
trip,,o_county,Origin: County,,NA,27127,Redwood,trip_weight
trip,,o_county,Origin: County,,NA,27129,Renville,trip_weight
trip,,o_county,Origin: County,,NA,27131,Rice,trip_weight
trip,,o_county,Origin: County,,NA,27133,Rock,trip_weight
trip,,o_county,Origin: County,,NA,27135,Roseau,trip_weight
trip,,o_county,Origin: County,,NA,27137,St Louis,trip_weight
trip,,o_county,Origin: County,,NA,27139,Scott,trip_weight
trip,,o_county,Origin: County,,NA,27141,Sherburne,trip_weight
trip,,o_county,Origin: County,,NA,27143,Sibley,trip_weight
trip,,o_county,Origin: County,,NA,27145,Stearns,trip_weight
trip,,o_county,Origin: County,,NA,27147,Steele,trip_weight
trip,,o_county,Origin: County,,NA,27149,Stevens,trip_weight
trip,,o_county,Origin: County,,NA,27151,Swift,trip_weight
trip,,o_county,Origin: County,,NA,27153,Todd,trip_weight
trip,,o_county,Origin: County,,NA,27155,Traverse,trip_weight
trip,,o_county,Origin: County,,NA,27157,Wabasha,trip_weight
trip,,o_county,Origin: County,,NA,27159,Wadena,trip_weight
trip,,o_county,Origin: County,,NA,27161,Waseca,trip_weight
trip,,o_county,Origin: County,,NA,27163,Washington,trip_weight
trip,,o_county,Origin: County,,NA,27165,Watonwan,trip_weight
trip,,o_county,Origin: County,,NA,27167,Wilkin,trip_weight
trip,,o_county,Origin: County,,NA,27169,Winona,trip_weight
trip,,o_county,Origin: County,,NA,27171,Wright,trip_weight
trip,,o_county,Origin: County,,NA,27173,Yellow Medicine,trip_weight
trip,,o_county,Origin: County,,NA,55001,Adams,trip_weight
trip,,o_county,Origin: County,,NA,55003,Ashland,trip_weight
trip,,o_county,Origin: County,,NA,55005,Barron,trip_weight
trip,,o_county,Origin: County,,NA,55007,Bayfield,trip_weight
